Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
Q99324	Q99324_SEPLY	unreviewed	Beta-1,2-D-glucosidase (EC 3.2.1.21) (Tomatinase)	B2Tom	Septoria lycopersici (Tomato leaf spot fungus)	803	
A0A0G2URQ5	A0A0G2URQ5_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	148	
C7F6Y0	C7F6Y0_ASPAW	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Aspergillus awamori (Black koji mold)	151	
M5C584	M5C584_THACB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN14_08319	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	411	
M5C4H6	M5C4H6_THACB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN14_08318	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	133	
M5C7N6	M5C7N6_THACB	unreviewed	Putative beta-glucosidase E (EC 3.2.1.21)	BN14_09456	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	205	
M5C1H1	M5C1H1_THACB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN14_06898	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	564	
A0A0F4YNI5	A0A0F4YNI5_TALEM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	T310_6196	Rasamsonia emersonii CBS 393.64	846	
A0A0D3Q2P7	A0A0D3Q2P7_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Hypocrea sp. W63	733	
A3GFD1	A3GFD1_PICST	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL5 PICST_34123	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	843	
F2QQT7	F2QQT7_PICP7	unreviewed	Likely SUN family beta-glucosidase-like protein similar to C.wickershamii extracellular, cell-bound beta glucosidase bglA (EC 3.2.1.21)	SUN4 PP7435_Chr2-0068	Komagataella pastoris (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)	431	
U6NE82	U6NE82_LEUGO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bgl1	Leucoagaricus gongylophorus (Leaf-cutting ant fungus)	860	
G3FF66	G3FF66_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita thiersii	116	
A0A0G2R2A3	A0A0G2R2A3_TRIHA	unreviewed	1,4-beta-glucosidase (EC 3.2.1.21)		Trichoderma harzianum (Hypocrea lixii)	447	
G3FF46	G3FF46_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita aff. volvata BW_STF 090506-8	116	
G3FF52	G3FF52_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita parvipantherina	114	
C6GGC9	C6GGC9_HYPRU	unreviewed	Beta-D-glucoside glucohydrolase I (EC 3.2.1.21)	bgl1	Hypocrea rufa (Trichoderma viride)	744	
Q9UVJ6	Q9UVJ6_BOTFU	unreviewed	Beta-glucosidase (Avenacinase) (EC 3.2.1.21)	sap1	Botryotinia fuckeliana (Noble rot fungus) (Botrytis cinerea)	780	
A2QLQ2	A2QLQ2_ASPNC	unreviewed	Aspergillus niger contig An06c0090, genomic contig (EC 3.2.1.21)	An06g02040	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	865	
A5AAW4	A5AAW4_ASPNC	unreviewed	Aspergillus niger contig An07c0220, genomic contig (EC 3.2.1.21)	An07g07630	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	779	
A2R5M1	A2R5M1_ASPNC	unreviewed	Aspergillus niger contig An15c0170, genomic contig (EC 3.2.1.21)	An15g04800	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	819	
A2R2S3	A2R2S3_ASPNC	unreviewed	Aspergillus niger contig An14c0080, genomic contig (EC 3.2.1.21)	An14g01770	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	773	
A2QWR0	A2QWR0_ASPNC	unreviewed	Aspergillus niger contig An11c0240, genomic contig (EC 3.2.1.21) (Fragment)	An11g06090	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	278	
A2QWQ9	A2QWQ9_ASPNC	unreviewed	Aspergillus niger contig An11c0230, genomic contig (EC 3.2.1.21) (Fragment)	An11g06080	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	467	
A2R4X0	A2R4X0_ASPNC	unreviewed	Aspergillus niger contig An15c0100, genomic contig (EC 3.2.1.21)	An15g01890	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	936	
A2QS42	A2QS42_ASPNC	unreviewed	Aspergillus niger contig An08c0220, genomic contig (EC 3.2.1.21)	An08g08240	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	747	
G3FF38	G3FF38_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita subsolitaria	116	
Q8TGC6	Q8TGC6_PHACH	unreviewed	Beta-glucosidase (Fragment)		Phanerochaete chrysosporium (White-rot fungus) (Sporotrichum pruinosum)	802	
G3FF42	G3FF42_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita gracilior	116	
A0A084GBA4	A0A084GBA4_9PEZI	unreviewed	Putative beta-glucosidase btgE (EC 3.2.1.21)	SAPIO_CDS3657	Scedosporium apiospermum	540	
G3FF53	G3FF53_AMAMU	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita muscaria var. guessowii	115	
G3FF56	G3FF56_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita subglobosa	114	
Q12602	Q12602_9ASCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA	Nakazawaea wickerhamii	420	
H9ZXX1	H9ZXX1_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Periconia sp. BCC 2871	866	
A9UIG0	A9UIG0_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Periconia sp. BCC 2871	866	
G3FF49	G3FF49_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita mutabilis	116	
G3FF50	G3FF50_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita pudica	115	
G3FF40	G3FF40_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita cokeri	106	
G3FF55	G3FF55_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita altipes	114	
G3FF39	G3FF39_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita praelongispora	116	
G3FF48	G3FF48_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita subalbida	116	
Q4WG20	Q4WG20_ASPFU	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	AFUA_3G00230	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	833	
Q4WLX2	Q4WLX2_ASPFU	unreviewed	Glycosyl hydrolase family protein (EC 3.2.1.21)	AFUA_6G12010	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	409	
Q4WU38	Q4WU38_ASPFU	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	AFUA_5G07080	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	797	
Q875K3	Q875K3_PIRSE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	cel3A	Piromyces sp. (strain E2)	867	
Q870A9	Q870A9_PIRSE	unreviewed	Beta-glucosidase family 3 protein Cel3A (EC 3.2.1.21) (Fragment)		Piromyces sp. (strain E2)	170	
A0A096Y6Z0	A0A096Y6Z0_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Neosartorya fischeri	739	
G3FF44	G3FF44_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita sp. 'crassiconus'	116	
G3FF51	G3FF51_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita pulverulenta	115	
I6SJL7	I6SJL7_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Trichoderma orientale	744	
G3FF37	G3FF37_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita sublutea	116	
G3FF41	G3FF41_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita solitaria	116	
Q12715	Q12715_HYPJE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21)	bgl1	Hypocrea jecorina (Trichoderma reesei)	744	
Q7Z9M5	Q7Z9M5_HYPJE	unreviewed	Cel3b	cel3b	Hypocrea jecorina (Trichoderma reesei)	874	
J7I9M6	J7I9M6_FUSOX	unreviewed	Tomatinase (EC 3.2.1.21) (Fragment)		Fusarium oxysporum f. sp. lycopersici	193	
B7XQY0	B7XQY0_ENTBH	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)	EBI_24844	Enterocytozoon bieneusi (strain H348) (Microsporidian parasite)	81	
Q70KQ7	Q70KQ7_UROFA	unreviewed	Beta glucosidase (EC 3.2.1.21)	bgl1	Uromyces fabae (Rust fungus)	843	
G3FF54	G3FF54_AMAMU	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita muscaria var. flavivolvata	115	
G3FF57	G3FF57_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita crenulata	114	
G3FF65	G3FF65_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita vittadinii	116	
G3FF61	G3FF61_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Limacella glischra	116	
G3FF60	G3FF60_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita murinoflammeum	116	
A0A0G2URQ2	A0A0G2URQ2_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UWZ3	A0A0G2UWZ3_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	143	
A0A0G2URL4	A0A0G2URL4_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	156	
A0A0G2UZF2	A0A0G2UZF2_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UT94	A0A0G2UT94_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	156	
A0A0G2URK8	A0A0G2URK8_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UT99	A0A0G2UT99_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	143	
A0A0G2UT89	A0A0G2UT89_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2URP8	A0A0G2URP8_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UWY5	A0A0G2UWY5_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UZF8	A0A0G2UZF8_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
A0A0G2UWY9	A0A0G2UWY9_9FUNG	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured fungus	135	
G3FF47	G3FF47_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita peckiana	116	
G3FF62	G3FF62_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita armillariiformis	116	
G3FAQ7	G3FAQ7_9EURO	unreviewed	Beta-glucosidase/beta-xylosidase (EC 3.2.1.21)	bxl5	Chrysosporium lucknowense	1106	
G3FF45	G3FF45_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita goossensiae	116	
G3FF59	G3FF59_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita jacksonii	116	
B8MJH5	B8MJH5_TALSN	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21)	TSTA_046290	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	734	
B8M4M2	B8M4M2_TALSN	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	TSTA_025340	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	976	
B8MK55	B8MK55_TALSN	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	TSTA_043460	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	623	
B8MK54	B8MK54_TALSN	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	TSTA_043460	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	674	
G3FF64	G3FF64_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Volvariella volvacea	117	
K4JXJ5	K4JXJ5_PENFN	unreviewed	GH2 beta-glucosidase (EC 3.2.1.21) (Fragment)	bgl2	Penicillium funiculosum (Fruitlet core rot fungus)	705	
Q870T6	Q870T6_NEUCS	unreviewed	Related to beta-glucosidase (EC 3.2.1.21)	B11H7.140	Neurospora crassa	139	
Q9HGX2	Q9HGX2_AGABI	unreviewed	Putative beta glucosidase (EC 3.2.1.21)	bg1	Agaricus bisporus (White button mushroom)	861	
W1QC11	W1QC11_OGAPD	unreviewed	Beta-glucosidase J (EC 3.2.1.21)	HPODL_03777	Ogataea parapolymorpha (strain DL-1 / ATCC 26012 / NRRL Y-7560) (Yeast) (Hansenula polymorpha)	834	
G3FF43	G3FF43_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita amanitoides	116	
A0A0F8CX61	A0A0F8CX61_CERFI	unreviewed	Beta-glucosidase 1A (EC 3.2.1.21)	BGL1A CFO_g2397	Ceratocystis fimbriata f. sp. platani	738	
A0A0F8B666	A0A0F8B666_CERFI	unreviewed	Putative beta-glucosidase F (EC 3.2.1.21)	bglF CFO_g1469	Ceratocystis fimbriata f. sp. platani	847	
A0A0F8CZS5	A0A0F8CZS5_CERFI	unreviewed	Putative beta-glucosidase btgE (EC 3.2.1.21)	btgE CFO_g1559	Ceratocystis fimbriata f. sp. platani	471	
A0A0F8CQN5	A0A0F8CQN5_CERFI	unreviewed	Putative beta-glucosidase A (EC 3.2.1.21)	bglA CFO_g4616	Ceratocystis fimbriata f. sp. platani	865	
G3FF36	G3FF36_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita farinacea	116	
A0A0B4RUW2	A0A0B4RUW2_RHIMI	unreviewed	GH 3 beta-glucosidase (EC 3.2.1.21)	Bglu3B	Rhizomucor miehei	731	
G3FF58	G3FF58_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita sp. BEW-2011g	114	
G2QMT7	G2QMT7_THIHA	unreviewed	Glycoside hydrolase family 3 protein (EC 3.2.1.21)	MYCTH_58882	Thielavia heterothallica (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Myceliophthora thermophila)	777	
G2QCQ3	G2QCQ3_THIHA	unreviewed	Glycoside hydrolase family 3 protein (EC 3.2.1.21)	MYCTH_80304	Thielavia heterothallica (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Myceliophthora thermophila)	870	
G3FF63	G3FF63_9AGAR	unreviewed	GH family 3 beta-glucosidase (EC 3.2.1.21) (Fragment)		Amanita subcaligata	116	
G2QDN2	G2QDN2_THIHA	unreviewed	Glycoside hydrolase family 3 protein (EC 3.2.1.21)	MYCTH_66804	Thielavia heterothallica (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Myceliophthora thermophila)	733	
Q0WZC4	Q0WZC4_PHYPO	unreviewed	Membrane beta-glucosidase 3 (EC 3.2.1.21)	BglM3	Physarum polycephalum (Slime mold)	1211	
Q0WZC3	Q0WZC3_PHYPO	unreviewed	Membrane beta-glucosidase 2 (EC 3.2.1.21)	BglM2	Physarum polycephalum (Slime mold)	1127	
X2JAF7	X2JAF7_DROME	unreviewed	CG33090, isoform E (EC 3.2.1.21) (EC 3.2.1.45)	CG33090 Dmel_CG33090	Drosophila melanogaster (Fruit fly)	923	
X2JE45	X2JE45_DROME	unreviewed	CG33090, isoform C (EC 3.2.1.21) (EC 3.2.1.45)	CG33090 Dmel_CG33090	Drosophila melanogaster (Fruit fly)	799	
X2J9U5	X2J9U5_DROME	unreviewed	CG33090, isoform D (EC 3.2.1.21) (EC 3.2.1.45)	CG33090 Dmel_CG33090	Drosophila melanogaster (Fruit fly)	946	
A0A0A1U233	A0A0A1U233_ENTIV	unreviewed	Thermostable beta-glucosidase B, putative (EC 3.2.1.21)	EIN_306290	Entamoeba invadens IP1	729	
O82074	O82074_TROMA	unreviewed	Beta-D-glucosidase (EC 3.2.1.21)		Tropaeolum majus (Common nasturtium) (Indian cress)	654	
Q9AT27	Q9AT27_PHYIN	unreviewed	Beta-glucosidase/xylosidase	BGX1	Phytophthora infestans (Potato late blight fungus) (Botrytis infestans)	572	
D8LC83	D8LC83_ECTSI	unreviewed	Beta-glucosidase, family GH3 (EC 3.2.1.21)	Esi_0010_0226	Ectocarpus siliculosus (Brown alga)	1050	
B9TKP9	B9TKP9_RICCO	unreviewed	Periplasmic beta-glucosidase, putative (EC 3.2.1.21) (Fragment)	RCOM_2016190	Ricinus communis (Castor bean)	374	
B9RL34	B9RL34_RICCO	unreviewed	Periplasmic beta-glucosidase, putative (EC 3.2.1.21)	RCOM_0944030	Ricinus communis (Castor bean)	648	
B9SD68	B9SD68_RICCO	unreviewed	Hydrolase, hydrolyzing O-glycosyl compounds, putative (EC 3.2.1.21)	RCOM_1162600	Ricinus communis (Castor bean)	625	
B9TNX5	B9TNX5_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21) (Fragment)	RCOM_1996920	Ricinus communis (Castor bean)	256	
B9SNE2	B9SNE2_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	RCOM_0175560	Ricinus communis (Castor bean)	810	
B9RNG1	B9RNG1_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	RCOM_1347430	Ricinus communis (Castor bean)	768	
B9TJR9	B9TJR9_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21) (Fragment)	RCOM_1903090	Ricinus communis (Castor bean)	257	
B9SIA5	B9SIA5_RICCO	unreviewed	Hydrolase, hydrolyzing O-glycosyl compounds, putative (EC 3.2.1.21)	RCOM_1322270	Ricinus communis (Castor bean)	625	
B9S149	B9S149_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	RCOM_0633810	Ricinus communis (Castor bean)	802	
B9TBT5	B9TBT5_RICCO	unreviewed	Thermostable beta-glucosidase B, putative (EC 3.2.1.21) (Fragment)	RCOM_0324660	Ricinus communis (Castor bean)	594	
B9RZM5	B9RZM5_RICCO	unreviewed	Periplasmic beta-glucosidase, putative (EC 3.2.1.21)	RCOM_0999830	Ricinus communis (Castor bean)	782	
B9RJH3	B9RJH3_RICCO	unreviewed	Periplasmic beta-glucosidase, putative (EC 3.2.1.21)	RCOM_1034300	Ricinus communis (Castor bean)	774	
B9SMJ3	B9SMJ3_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	RCOM_0230200	Ricinus communis (Castor bean)	349	
B9SD66	B9SD66_RICCO	unreviewed	Hydrolase, hydrolyzing O-glycosyl compounds, putative (EC 3.2.1.21)	RCOM_1162380	Ricinus communis (Castor bean)	632	
B9TEC1	B9TEC1_RICCO	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)	RCOM_1785630	Ricinus communis (Castor bean)	246	
B9RIY8	B9RIY8_RICCO	unreviewed	Beta-glucosidase, putative (EC 3.2.1.21)	RCOM_1752040	Ricinus communis (Castor bean)	777	
B9TII2	B9TII2_RICCO	unreviewed	Thermostable beta-glucosidase B, putative (EC 3.2.1.21) (Fragment)	RCOM_1886280	Ricinus communis (Castor bean)	398	
Q9S8L8	Q9S8L8_MAIZE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21) (Fragment)		Zea mays (Maize)	18	
Q9S8L5	Q9S8L5_MAIZE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21) (Fragment)		Zea mays (Maize)	18	
Q9S8L6	Q9S8L6_MAIZE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21) (Fragment)		Zea mays (Maize)	18	
Q9S8L4	Q9S8L4_MAIZE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21) (Fragment)		Zea mays (Maize)	15	
Q9S8L7	Q9S8L7_MAIZE	unreviewed	Beta-D-glucoside glucohydrolase (EC 3.2.1.21) (Fragment)		Zea mays (Maize)	20	
A1XC26	A1XC26_MAIZE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)	GLU1	Zea mays (Maize)	35	
A0A0B2SF79	A0A0B2SF79_GLYSO	unreviewed	Putative beta-D-xylosidase 2 (EC 3.2.1.21)	glysoja_002051	Glycine soja (Wild soybean)	867	
A0A0B2QX78	A0A0B2QX78_GLYSO	unreviewed	Cyanogenic beta-glucosidase (EC 3.2.1.21)	glysoja_049772	Glycine soja (Wild soybean)	165	
A0A0B2P7C4	A0A0B2P7C4_GLYSO	unreviewed	Glucose-6-phosphate/phosphate translocator 2, chloroplastic (EC 3.2.1.21)	glysoja_004485	Glycine soja (Wild soybean)	560	
A0A0B2RFN8	A0A0B2RFN8_GLYSO	unreviewed	Putative beta-D-xylosidase 2 (EC 3.2.1.21)	glysoja_037679	Glycine soja (Wild soybean)	582	
A0A0B2P7R9	A0A0B2P7R9_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_044712	Glycine soja (Wild soybean)	641	
A0A0B2RJA7	A0A0B2RJA7_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_011234	Glycine soja (Wild soybean)	631	
A0A0B2S711	A0A0B2S711_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_009429	Glycine soja (Wild soybean)	555	
A0A0B2PBZ6	A0A0B2PBZ6_GLYSO	unreviewed	Putative beta-D-xylosidase 5 (EC 3.2.1.21)	glysoja_021356	Glycine soja (Wild soybean)	206	
A0A0B2R1C8	A0A0B2R1C8_GLYSO	unreviewed	Putative beta-D-xylosidase 7 (EC 3.2.1.21)	glysoja_025177	Glycine soja (Wild soybean)	626	
A0A0B2S0Y2	A0A0B2S0Y2_GLYSO	unreviewed	Putative beta-D-xylosidase 6 (EC 3.2.1.21)	glysoja_014902	Glycine soja (Wild soybean)	605	
A0A0B2QY25	A0A0B2QY25_GLYSO	unreviewed	Putative beta-D-xylosidase 7 (EC 3.2.1.21)	glysoja_048686	Glycine soja (Wild soybean)	625	
A0A0B2PYG5	A0A0B2PYG5_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_012374	Glycine soja (Wild soybean)	688	
A0A0B2Q3S8	A0A0B2Q3S8_GLYSO	unreviewed	Beta-D-xylosidase 1 (EC 3.2.1.21)	glysoja_024754	Glycine soja (Wild soybean)	655	
A0A0B2SQJ4	A0A0B2SQJ4_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_015010	Glycine soja (Wild soybean)	631	
A0A0B2S217	A0A0B2S217_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_004124	Glycine soja (Wild soybean)	644	
A0A0B2PNI5	A0A0B2PNI5_GLYSO	unreviewed	Putative beta-D-xylosidase 7 (EC 3.2.1.21) (Fragment)	glysoja_025593	Glycine soja (Wild soybean)	641	
A0A0B2RNK3	A0A0B2RNK3_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_011233	Glycine soja (Wild soybean)	631	
A0A0B2RME6	A0A0B2RME6_GLYSO	unreviewed	Beta-xylosidase/alpha-L-arabinofuranosidase 1 (EC 3.2.1.21)	glysoja_005546	Glycine soja (Wild soybean)	648	
A0A0B2QHS5	A0A0B2QHS5_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_049869	Glycine soja (Wild soybean)	628	
A0A0B2QH27	A0A0B2QH27_GLYSO	unreviewed	Putative beta-D-xylosidase 2 (EC 3.2.1.21)	glysoja_041575	Glycine soja (Wild soybean)	681	
A0A0B2QKD3	A0A0B2QKD3_GLYSO	unreviewed	Putative inactive beta-glucosidase 33 (EC 3.2.1.21)	glysoja_008807	Glycine soja (Wild soybean)	96	
A0A0B2SKF4	A0A0B2SKF4_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_043314	Glycine soja (Wild soybean)	628	
A0A0B2R409	A0A0B2R409_GLYSO	unreviewed	Beta-xylosidase/alpha-L-arabinofuranosidase 1 (EC 3.2.1.21)	glysoja_011320	Glycine soja (Wild soybean)	648	
A0A0B2S9R3	A0A0B2S9R3_GLYSO	unreviewed	Hydroxyisourate hydrolase (EC 3.2.1.21)	glysoja_013386	Glycine soja (Wild soybean)	123	
A0A0B2RNB7	A0A0B2RNB7_GLYSO	unreviewed	Non-cyanogenic beta-glucosidase (EC 3.2.1.21)	glysoja_005364	Glycine soja (Wild soybean)	37	
A0A0B2PGN5	A0A0B2PGN5_GLYSO	unreviewed	Putative beta-D-xylosidase 5 (EC 3.2.1.21)	glysoja_021355	Glycine soja (Wild soybean)	351	
A0A0B2PGV3	A0A0B2PGV3_GLYSO	unreviewed	Beta-xylosidase/alpha-L-arabinofuranosidase 2 (EC 3.2.1.21)	glysoja_048977	Glycine soja (Wild soybean)	301	
A0A0B2SPF1	A0A0B2SPF1_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_015011	Glycine soja (Wild soybean)	636	
A0A0B2QNH9	A0A0B2QNH9_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_030666	Glycine soja (Wild soybean)	689	
A0A0B2QWF7	A0A0B2QWF7_GLYSO	unreviewed	Beta-xylosidase/alpha-L-arabinofuranosidase 2 (EC 3.2.1.21)	glysoja_049582	Glycine soja (Wild soybean)	359	
A0A0B2PUR9	A0A0B2PUR9_GLYSO	unreviewed	Beta-D-xylosidase 1 (EC 3.2.1.21)	glysoja_029434	Glycine soja (Wild soybean)	774	
